WARNCELLID,NAME,TYPED_NAME,STATE
814730250,Rackwitz,Gemeinde Rackwitz,SN
803355028,Radbruch,Gemeinde Radbruch,NS
803256024,Raddestorf,Gemeinde Raddestorf,NS
801061089,Rade,Gemeinde Rade,SH
808216043,Rastatt,Stadt Rastatt,BW
803454042,Rastdorf,Gemeinde Rastdorf,NS
803451005,Rastede,Gemeinde Rastede,NS
816068042,Rastenberg,Stadt Rastenberg,TH
801061091,Reher,Gemeinde Reher,SH
812064408,Rehfelde,Gemeinde Rehfelde,BB
801062059,Rehhorst,Gemeinde Rehhorst,SH
809771158,Rehling,Gemeinde Rehling,BY
803355029,Rehlingen,Gemeinde Rehlingen,NS
807232295,Pronsfeld,Gemeinde Pronsfeld,RP
801060067,Pronstorf,Gemeinde Pronstorf,SH
809679174,Prosselsheim,Gemeinde Prosselsheim,BY
801058131,Rade b. Hohenwestedt,Gemeinde Rade b. Hohenwestedt,SH
801058132,Rade b. Rendsburg,Gemeinde Rade b. Rendsburg,SH
814625480,Radeberg,Stadt Radeberg,SN
814627210,Radebeul,Stadt Radebeul,SN
801057066,Rastorf,Gemeinde Rastorf,SH
813076118,Rastow,Gemeinde Rastow,MV
801055035,Ratekau,Gemeinde Ratekau,SH
810044114,Rehlingen-Siersburg,Gemeinde Rehlingen-Siersburg,SL
801051092,Rehm-Flehde-Bargen,Gemeinde Rehm-Flehde-Bargen,SH
813074065,Rehna,Stadt Rehna,MV
809674184,Pfarrweisach,Gemeinde Pfarrweisach,BY
809375183,Pfatter,Gemeinde Pfatter,BY
808126069,Pfedelbach,Gemeinde Pfedelbach,BW
807231108,Plein,Gemeinde Plein,RP
809577161,Pleinfeld,Gemeinde Pleinfeld,BY
801061085,Pöschendorf,Gemeinde Pöschendorf,SH
813073065,Poseritz,Gemeinde Poseritz,MV
809372147,Pösing,Gemeinde Pösing,BY
816075085,Pößneck,Stadt Pößneck,TH
809190140,Peiting,Gemeinde Peiting,BY
812071304,Peitz,Stadt Peitz,BB
807235106,Pellingen,Gemeinde Pellingen,RP
807336077,Pfeffelbach,Gemeinde Pfeffelbach,RP
809274172,Pfeffenhausen,Gemeinde Pfeffenhausen,BY
816067055,Pferdingsleben,Gemeinde Pferdingsleben,TH
808215101,Pfinztal,Gemeinde Pfinztal,BW
809171127,Pleiskirchen,Gemeinde Pleiskirchen,BY
807337062,Pleisweiler-Oberhofen,Gemeinde Pleisweiler-Oberhofen,RP
807133080,Pleitersheim,Gemeinde Pleitersheim,RP
807140118,Pleizenhausen,Gemeinde Pleizenhausen,RP
809778188,Pleß,Gemeinde Pleß,BY
809274174,Postau,Gemeinde Postau,BY
809373155,Postbauer-Heng,Gemeinde Postbauer-Heng,BY
816077041,Posterstein,Gemeinde Posterstein,TH
801057059,Postfeld,Gemeinde Postfeld,SH
801054103,Pellworm,Gemeinde Pellworm,SH
807233056,Pelm,Gemeinde Pelm,RP
809372146,Pemfling,Gemeinde Pemfling,BY
809577159,Pfofeld,Gemeinde Pfofeld,BY
809176153,Pförring,Gemeinde Pförring,BY
812062372,Plessa,Gemeinde Plessa,BB
805962052,Plettenberg,Stadt Plettenberg,NR
813075110,Postlow,Gemeinde Postlow,MV
809277139,Postmünster,Gemeinde Postmünster,BY
812054000,Potsdam,Stadt Potsdam,BB
809472179,Pottenstein,Stadt Pottenstein,BY
816075086,Pottiga,Gemeinde Pottiga,TH
814522460,Penig,Stadt Penig,SN
813071114,Penkow,Gemeinde Penkow,MV
813075107,Penkun,Stadt Penkun,MV
816070042,Pennewitz,Gemeinde Pennewitz,TH
809777158,Pforzen,Gemeinde Pforzen,BY
808231000,Pforzheim,Stadt Pforzheim,BW
809374147,Pleystein,Stadt Pleystein,BY
809175133,Pliening,Gemeinde Pliening,BY
808415060,Pliezhausen,Gemeinde Pliezhausen,BW
808116056,Plochingen,Stadt Plochingen,BW
809771156,Pöttmes,Gemeinde Pöttmes,BY
807143284,Pottum,Gemeinde Pottum,RP
809474160,Poxdorf,Gemeinde Poxdorf,BY
816074068,Poxdorf,Gemeinde Poxdorf,TH
803256023,Pennigsehl,Gemeinde Pennigsehl,NS
809375180,Pentling,Gemeinde Pentling,BY
809190141,Penzberg,Stadt Penzberg,BY
809376153,Pfreimd,Stadt Pfreimd,BY
808415058,Pfronstetten,Gemeinde Pfronstetten,BW
809777159,Pfronten,Gemeinde Pfronten,BY
808437088,Pfullendorf,Stadt Pfullendorf,BW
801057057,Plön,Stadt Plön,SH
809377146,Plößberg,Gemeinde Plößberg,BY
813073066,Preetz,Gemeinde Preetz,MV
807232294,Preischeid,Gemeinde Preischeid,RP
807232107,Preist,Gemeinde Preist,RP
809190143,Prem,Gemeinde Prem,BY
812063244,Premnitz,Stadt Premnitz,BB
813072078,Penzin,Gemeinde Penzin,MV
809181132,Penzing,Gemeinde Penzing,BY
813071115,Penzlin,Stadt Penzlin,MV
809171126,Perach,Gemeinde Perach,BY
809278171,Perasdorf,Gemeinde Perasdorf,BY
808415059,Pfullingen,Stadt Pfullingen,BW
806432018,Pfungstadt,Stadt Pfungstadt,HE
808215066,Philippsburg,Stadt Philippsburg,BW
807232104,Philippsheim,Gemeinde Philippsheim,RP
816075083,Plothen,Gemeinde Plothen,TH
815089245,Plötzkau,Gemeinde Plötzkau,SA
813075108,Plöwen,Gemeinde Plöwen,MV
808119055,Plüderhausen,Gemeinde Plüderhausen,BW
801061086,Poyenberg,Gemeinde Poyenberg,SH
807132091,Pracht,Gemeinde Pracht,RP
809276135,Prackenbach,Gemeinde Prackenbach,BY
813071117,Pragsdorf,Gemeinde Pragsdorf,MV
801057060,Prasdorf,Gemeinde Prasdorf,SH
809278172,Perkam,Gemeinde Perkam,BY
810042115,Perl,Gemeinde Perl,SL
809184457,Perlacher Forst,Gemeindefreies Gebiet Perlacher Forst,BY
809272139,Philippsreut,Gemeinde Philippsreut,BY
809272457,Philippsreuter Wald,Gemeindefreies Gebiet Philippsreuter Wald,BY
806632016,Philippsthal (Werra),Gemeinde Philippsthal (Werra),HE
813076111,Picher,Gemeinde Picher,MV
807232105,Pickließem,Gemeinde Pickließem,RP
813074063,Plüschow,Gemeinde Plüschow,MV
807232293,Plütscheid,Gemeinde Plütscheid,RP
807235107,Pluwig,Gemeinde Pluwig,RP
814521495,Pockau-Lengefeld,Stadt Pockau-Lengefeld,SN
809275141,Pocking,Stadt Pocking,BY
807141112,Prath,Gemeinde Prath,RP
813072082,Prebberede,Gemeinde Prebberede,MV
809472180,Prebitz,Gemeinde Prebitz,BY
801057062,Preetz,Stadt Preetz,SH
812070296,Perleberg,Stadt Perleberg,BB
809272138,Perlesreut,Gemeinde Perlesreut,BY
813074061,Perlin,Gemeinde Perlin,MV
809172128,Piding,Gemeinde Piding,BY
809375184,Pielenhofen,Gemeinde Pielenhofen,BY
816073066,Piesau,Gemeinde Piesau,TH
807231105,Piesport,Gemeinde Piesport,RP
809188137,Pöcking,Gemeinde Pöcking,BY
812064388,Podelzig,Gemeinde Podelzig,BB
801053098,Pogeez,Gemeinde Pogeez,SH
801053099,Poggensee,Gemeinde Poggensee,SH
807141111,Pohl,Gemeinde Pohl,RP
803151021,Parsau,Gemeinde Parsau,NS
809373151,Parsberg,Stadt Parsberg,BY
812060185,Parsteinsee,Gemeinde Parsteinsee,BB
807331056,Partenheim,Gemeinde Partenheim,RP
807140116,Perscheid,Gemeinde Perscheid,RP
812063240,Pessin,Gemeinde Pessin,BB
809571190,Petersaurach,Gemeinde Petersaurach,BY
807137087,Pillig,Gemeinde Pillig,RP
809373153,Pilsach,Gemeinde Pilsach,BY
809279132,Pilsting,Gemeinde Pilsting,BY
814523330,Pöhl,Gemeinde Pöhl,SN
803257029,Pohle,Gemeinde Pohle,NS
806531014,Pohlheim,Stadt Pohlheim,HE
801057058,Pohnsdorf,Gemeinde Pohnsdorf,SH
809677170,Partenstein,Gemeinde Partenstein,BY
809677461,Partensteiner Forst,Gemeindefreies Gebiet Partensteiner Forst,BY
814729340,Parthenstein,Gemeinde Parthenstein,SN
807235105,Paschel,Gemeinde Paschel,RP
806631020,Petersberg,Gemeinde Petersberg,HE
807340037,Petersberg,Gemeinde Petersberg,RP
815088295,Petersberg,Gemeinde Petersberg,SA
813074062,Pingelshagen,Gemeinde Pingelshagen,MV
801056039,Pinneberg,Stadt Pinneberg,SH
812073440,Pinnow,Gemeinde Pinnow,BB
813076112,Pinnow,Gemeinde Pinnow,MV
807232291,Pintesfeld,Gemeinde Pintesfeld,RP
809474158,Pinzberg,Gemeinde Pinzberg,BY
809175135,Poing,Gemeinde Poing,BY
813074064,Pokrent,Gemeinde Pokrent,MV
807137089,Polch,Stadt Polch,RP
813072080,Pölchow,Gemeinde Pölchow,MV
807235108,Pölich,Gemeinde Pölich,RP
813075105,Pasewalk,Stadt Pasewalk,MV
816075079,Paska,Gemeinde Paska,TH
801057056,Passade,Gemeinde Passade,SH
809262000,Passau,Stadt Passau,BY
813074060,Passee,Gemeinde Passee,MV
812073603,Passow,Gemeinde Passow,BB
816074067,Petersberg,Gemeinde Petersberg,TH
809771155,Petersdorf,Gemeinde Petersdorf,BY
813071116,Petersdorf,Gemeinde Petersdorf,MV
805770028,Petershagen,Stadt Petershagen,NR
812064380,Petershagen/Eggersdorf,Gemeinde Petershagen/Eggersdorf,BB
809174136,Petershausen,Gemeinde Petershausen,BY
809374146,Pirk,Gemeinde Pirk,BY
807317000,Pirmasens,Stadt Pirmasens,RP
801062056,Pölitz,Gemeinde Pölitz,SH
803255033,Polle,Gemeinde Polle,NS
809176155,Pollenfeld,Gemeinde Pollenfeld,BY
803257030,Pollhagen,Gemeinde Pollhagen,NS
813076109,Passow,Gemeinde Passow,MV
809177135,Pastetten,Gemeinde Pastetten,BY
807141109,Patersberg,Gemeinde Patersberg,RP
809276134,Patersdorf,Gemeinde Patersdorf,BY
813076110,Pätow-Steegen,Gemeinde Pätow-Steegen,MV
807132089,Peterslahr,Gemeinde Peterslahr,RP
807135071,Peterswald-Löffelscheid,Gemeinde Peterswald-Löffelscheid,RP
816067054,Petriroda,Gemeinde Petriroda,TH
809375181,Pettendorf,Gemeinde Pettendorf,BY
814628270,Pirna,Stadt Pirna,SN
812070300,Pirow,Gemeinde Pirow,BB
807232292,Pittenbach,Gemeinde Pittenbach,RP
809183136,Polling,Gemeinde Polling,BY
809190142,Polling,Gemeinde Polling,BY
809577162,Polsingen,Gemeinde Polsingen,BY
803241013,Pattensen,Stadt Pattensen,NS
813073064,Patzig,Gemeinde Patzig,MV
812063228,Paulinenaue,Gemeinde Paulinenaue,BB
809189135,Petting,Gemeinde Petting,BY
809471169,Pettstadt,Gemeinde Pettstadt,BY
816075081,Peuschen,Gemeinde Peuschen,TH
807133078,Pfaffen-Schwabenheim,Gemeinde Pfaffen-Schwabenheim,RP
809189137,Pittenhart,Gemeinde Pittenhart,BY
813072079,Plaaz,Gemeinde Plaaz,MV
807137088,Plaidt,Gemeinde Plaidt,RP
816076058,Pölzig,Gemeinde Pölzig,TH
813075109,Polzow,Gemeinde Polzow,MV
809574147,Pommelsbrunn,Gemeinde Pommelsbrunn,BY
801059152,Pommerby,Gemeinde Pommerby,SH
809178150,Paunzhausen,Gemeinde Paunzhausen,BY
814523310,Pausa-Mühltroff,Stadt Pausa-Mühltroff,SN
812069460,Päwesin,Gemeinde Päwesin,BB
809778187,Pfaffenhausen,Gemeinde Pfaffenhausen,BY
808125081,Pfaffenhofen,Gemeinde Pfaffenhofen,BW
809174137,Pfaffenhofen a.d. Glonn,Gemeinde Pfaffenhofen a.d. Glonn,BY
812069470,Planebruch,Gemeinde Planebruch,BB
809184138,Planegg,Gemeinde Planegg,BY
812069474,Planetal,Gemeinde Planetal,BB
809472176,Plankenfels,Gemeinde Plankenfels,BY
807135072,Pommern,Gemeinde Pommern,RP
809471172,Pommersfelden,Gemeinde Pommersfelden,BY
807131065,Pomster,Gemeinde Pomster,RP
816077039,Ponitz,Gemeinde Ponitz,TH
809377145,Pechbrunn,Gemeinde Pechbrunn,BY
813071172,Peenehagen,Gemeinde Peenehagen,MV
813075106,Peenemünde,Gemeinde Peenemünde,MV
807232103,Peffingen,Gemeinde Peffingen,RP
809186143,Pfaffenhofen a.d. Ilm,Stadt Pfaffenhofen a.d. Ilm,BY
809775143,Pfaffenhofen a.d. Roth,Gemeinde Pfaffenhofen a.d. Roth,BY
808315089,Pfaffenweiler,Gemeinde Pfaffenweiler,BW
808226063,Plankstadt,Gemeinde Plankstadt,BW
807232106,Plascheid,Gemeinde Plascheid,RP
813076113,Plate,Gemeinde Plate,MV
807231107,Platten,Gemeinde Platten,RP
812070302,Plattenburg,Gemeinde Plattenburg,BB
809271146,Plattling,Stadt Plattling,BY
813076114,Plau am See,Stadt Plau am See,MV
801054104,Poppenbüll,Gemeinde Poppenbüll,SH
813072081,Poppendorf,Gemeinde Poppendorf,MV
809678168,Poppenhausen,Gemeinde Poppenhausen,BY
814729350,Pegau,Stadt Pegau,SN
803255032,Pegestorf,Gemeinde Pegestorf,NS
809472175,Pegnitz,Stadt Pegnitz,BY
809187159,Pfaffing,Gemeinde Pfaffing,BY
814521470,Pfaffroda,Gemeinde Pfaffroda,SN
816061075,Pfaffschwende,Gemeinde Pfaffschwende,TH
816070043,Plaue,Stadt Plaue,TH
814523320,Plauen,Stadt Plauen,SN
809472177,Plech,Gemeinde Plech,BY
809272458,Pleckensteiner Wald,Gemeindefreies Gebiet Pleckensteiner Wald,BY
807132090,Pleckhausen,Gemeinde Pleckhausen,RP
808118063,Pleidelsheim,Gemeinde Pleidelsheim,BW
806631021,Poppenhausen (Wasserkuppe),Gemeinde Poppenhausen (Wasserkuppe),HE
809371144,Poppenricht,Gemeinde Poppenricht,BY
816075084,Pörmitz,Gemeinde Pörmitz,TH
809186144,Pörnbach,Gemeinde Pörnbach,BY
805770032,Porta Westfalica,Stadt Porta Westfalica,NR
803157006,Peine,Stadt Peine,NS
801061084,Peissen,Gemeinde Peissen,SH
809190139,Peißenberg,Gemeinde Peißenberg,BY
809375182,Pfakofen,Gemeinde Pfakofen,BY
807140117,Pfalzfeld,Gemeinde Pfalzfeld,RP
808237054,Pfalzgrafenweiler,Gemeinde Pfalzgrafenweiler,BW
809277138,Pfarrkirchen,Stadt Pfarrkirchen,BY
807143064,Rückeroth,Gemeinde Rückeroth,RP
809574154,Rückersdorf,Gemeinde Rückersdorf,BY
812062417,Rückersdorf,Gemeinde Rückersdorf,BB
816076062,Rückersdorf,Gemeinde Rückersdorf,TH
809574462,Rückersdorfer Forst,Gemeindefreies Gebiet Rückersdorfer Forst,BY
809777168,Rückholz,Gemeinde Rückholz,BY
816075135,Saalburg-Ebersdorf,Stadt Saalburg-Ebersdorf,TH
809172130,Saaldorf-Surheim,Gemeinde Saaldorf-Surheim,BY
809278184,Sankt Englmar,Gemeinde Sankt Englmar,BY
807140133,Sankt Goar,Stadt Sankt Goar,RP
807141121,Sankt Goarshausen,Stadt Sankt Goarshausen,RP
814522500,Rossau,Gemeinde Rossau,SN
807138065,Roßbach,Gemeinde Roßbach,RP
807143287,Roßbach,Gemeinde Roßbach,RP
807134074,Rückweiler,Gemeinde Rückweiler,RP
809178122,Rudelzhausen,Gemeinde Rudelzhausen,BY
809676153,Rüdenau,Gemeinde Rüdenau,BY
809675162,Rüdenhausen,Gemeinde Rüdenhausen,BY
809777167,Ruderatshofen,Gemeinde Ruderatshofen,BY
816071099,Saaleplatte,Gemeinde Saaleplatte,TH
816073077,Saalfeld/Saale,Stadt Saalfeld/Saale,TH
816073108,Saalfelder Höhe,Gemeinde Saalfelder Höhe,TH
807340041,Saalstadt,Gemeinde Saalstadt,RP
816076064,Saara,Gemeinde Saara,TH
810041100,Saarbrücken,Stadt Saarbrücken,SL
807137097,Sankt Johann,Gemeinde Sankt Johann,RP
807339050,Sankt Johann,Gemeinde Sankt Johann,RP
807336095,Sankt Julian,Gemeinde Sankt Julian,RP
807133088,Sankt Katharinen,Gemeinde Sankt Katharinen,RP
807138068,Sankt Katharinen (Landkreis Neuwied),Gemeinde Sankt Katharinen (Landkreis Neuwied),RP
801061095,Sankt Margarethen,Gemeinde Sankt Margarethen,SH
809277142,Roßbach,Gemeinde Roßbach,BY
809672466,Roßbacher Forst,Gemeindefreies Gebiet Roßbacher Forst,BY
806432020,Roßdorf,Gemeinde Roßdorf,HE
808119061,Rudersberg,Gemeinde Rudersberg,BW
816068046,Rudersdorf,Gemeinde Rudersdorf,TH
812064428,Rüdersdorf bei Berlin,Gemeinde Rüdersdorf bei Berlin,BB
803152022,Rüdershausen,Gemeinde Rüdershausen,NS
807235118,Saarburg,Stadt Saarburg,RP
810044115,Saarlouis,Stadt Saarlouis,SL
810044116,Saarwellingen,Gemeinde Saarwellingen,SL
807337070,Sankt Martin,Gemeinde Sankt Martin,RP
801051097,Sankt Michaelisdonn,Gemeinde Sankt Michaelisdonn,SH
809272459,Sankt Oswald,Gemeindefreies Gebiet Sankt Oswald,BY
809272143,Sankt Oswald-Riedlhütte,Gemeinde Sankt Oswald-Riedlhütte,BY
816066061,Roßdorf,Gemeinde Roßdorf,TH
809777166,Roßhaupten,Gemeinde Roßhaupten,BY
813075116,Rossin,Gemeinde Rossin,MV
816065061,Roßleben,Stadt Roßleben,TH
809275144,Ruderting,Gemeinde Ruderting,BY
807133117,Rüdesheim,Gemeinde Rüdesheim,RP
806439013,Rüdesheim am Rhein,Stadt Rüdesheim am Rhein,HE
812060192,Rüdnitz,Gemeinde Rüdnitz,BB
809571196,Sachsen b. Ansbach,Gemeinde Sachsen b. Ansbach,BY
816069039,Sachsenbrunn,Gemeinde Sachsenbrunn,TH
803257033,Sachsenhagen,Stadt Sachsenhagen,NS
816071082,Sachsenhausen,Gemeinde Sachsenhausen,TH
803254028,Sarstedt,Stadt Sarstedt,NS
801051098,Sarzbüttel,Gemeinde Sarzbüttel,SH
808317116,Sasbach,Gemeinde Sasbach,BW
808316038,Sasbach am Kaiserstuhl,Gemeinde Sasbach am Kaiserstuhl,BW
813075117,Rossow,Gemeinde Rossow,MV
809573125,Roßtal,Gemeinde Roßtal,BY
814522510,Roßwein,Stadt Roßwein,SN
813003000,Rostock,Stadt Rostock,MV
808127071,Rot am See,Gemeinde Rot am See,BW
816073076,Rudolstadt,Stadt Rudolstadt,TH
809477151,Rugendorf,Gemeinde Rugendorf,BY
801059070,Rügge,Gemeinde Rügge,SH
808118076,Sachsenheim,Stadt Sachsenheim,BW
809173141,Sachsenkam,Gemeinde Sachsenkam,BY
801054113,Sankt Peter-Ording,Gemeinde Sankt Peter-Ording,SH
807137222,Sankt Sebastian,Gemeinde Sankt Sebastian,RP
807232113,Sankt Thomas,Gemeinde Sankt Thomas,RP
809177137,Sankt Wolfgang,Gemeinde Sankt Wolfgang,BY
808426100,Rot an der Rot,Gemeinde Rot an der Rot,BW
803357039,Rotenburg (Wümme),Stadt Rotenburg (Wümme),NS
809571194,Rügland,Gemeinde Rügland,BY
803151024,Rühen,Gemeinde Rühen,NS
816063066,Ruhla,Stadt Ruhla,TH
801053105,Sachsenwald (Forstgutsbez.),Gemeindefreies Gebiet Sachsenwald (Forstgutsbez.),SH
805566080,Saerbeck,Gemeinde Saerbeck,NR
807137096,Saffig,Gemeinde Saffig,RP
807140134,Sargenroth,Gemeinde Sargenroth,RP
801061096,Sarlhusen,Gemeinde Sarlhusen,SH
807233061,Sarmersbach,Gemeinde Sarmersbach,RP
813072092,Sarmstorf,Gemeinde Sarmstorf,MV
813075122,Sarnow,Gemeinde Sarnow,MV
813071128,Sarow,Gemeinde Sarow,MV
806632018,Rotenburg a.d. Fulda,Stadt Rotenburg a.d. Fulda,HE
807143288,Rotenhain,Gemeinde Rotenhain,RP
803151023,Rötgesbüttel,Gemeinde Rötgesbüttel,NS
807132096,Roth,Gemeinde Roth,RP
807133085,Roth,Gemeinde Roth,RP
807140131,Roth,Gemeinde Roth,RP
812066272,Ruhland,Stadt Ruhland,BB
809276142,Ruhmannsfelden,Gemeinde Ruhmannsfelden,BY
813072089,Rühn,Gemeinde Rühn,MV
809189140,Ruhpolding,Gemeinde Ruhpolding,BY
813073078,Sagard,Gemeinde Sagard,MV
801053106,Sahms,Gemeinde Sahms,SH
809671150,Sailauf,Gemeinde Sailauf,BY
809671458,Sailaufer Forst,Gemeindefreies Gebiet Sailaufer Forst,BY
808317118,Sasbachwalden,Gemeinde Sasbachwalden,BW
807233236,Sassen,Gemeinde Sassen,RP
813075123,Sassen-Trantow,Gemeinde Sassen-Trantow,MV
805570036,Sassenberg,Stadt Sassenberg,NR
807141118,Roth,Gemeinde Roth,RP
809576143,Roth,Stadt Roth,BY
807232112,Roth an der Our,Gemeinde Roth an der Our,RP
807232302,Roth bei Prüm,Gemeinde Roth bei Prüm,RP
814729370,Rötha,Stadt Rötha,SN
813075118,Rothemühl,Gemeinde Rothemühl,MV
812070348,Rühstädt,Gemeinde Rühstädt,BB
809275145,Ruhstorf a.d. Rott,Gemeinde Ruhstorf a.d. Rott,BY
801057069,Ruhwinkel,Gemeinde Ruhwinkel,SH
808117042,Salach,Gemeinde Salach,BW
809278182,Salching,Gemeinde Salching,BY
809272142,Saldenburg,Gemeinde Saldenburg,BY
801053107,Salem,Gemeinde Salem,SH
809777165,Ronsberg,Gemeinde Ronsberg,BY
806632017,Ronshausen,Gemeinde Ronshausen,HE
807231112,Rorodt,Gemeinde Rorodt,RP
816066059,Rosa,Gemeinde Rosa,TH
806440023,Rosbach v.d. Höhe,Stadt Rosbach v.d. Höhe,HE
807143289,Rothenbach,Gemeinde Rothenbach,RP
809776124,Röthenbach (Allgäu),Gemeinde Röthenbach (Allgäu),BY
809574152,Röthenbach a.d. Pegnitz,Stadt Röthenbach a.d. Pegnitz,BY
806437014,Rothenberg,Gemeinde Rothenberg,HE
813072090,Rukieten,Gemeinde Rukieten,MV
803355032,Rullstorf,Gemeinde Rullstorf,NS
807334025,Rülzheim,Gemeinde Rülzheim,RP
807340039,Rumbach,Gemeinde Rumbach,RP
807133087,Rümmelsheim,Gemeinde Rümmelsheim,RP
808336073,Rümmingen,Gemeinde Rümmingen,BW
808435052,Salem,Gemeinde Salem,BW
809778190,Salgen,Gemeinde Salgen,BY
812062425,Sallgast,Gemeinde Sallgast,BB
807337069,Roschbach,Gemeinde Roschbach,RP
803360018,Rosche,Gemeinde Rosche,NS
807232301,Roscheid,Gemeinde Roscheid,RP
801061093,Rosdorf,Gemeinde Rosdorf,SH
803152021,Rosdorf,Gemeinde Rosdorf,NS
801053104,Roseburg,Gemeinde Roseburg,SH
809671148,Rothenbuch,Gemeinde Rothenbuch,BY
809671457,Rothenbucher Forst,Gemeindefreies Gebiet Rothenbucher Forst,BY
809571193,Rothenburg ob der Tauber,Stadt Rothenburg ob der Tauber,BY
814626480,Rothenburg/O.L.,Stadt Rothenburg/O.L.,SN
801058139,Rumohr,Gemeinde Rumohr,SH
801062065,Rümpel,Gemeinde Rümpel,SH
809372155,Runding,Gemeinde Runding,BY
806533013,Runkel,Stadt Runkel,HE
807143065,Ruppach-Goldhausen,Gemeinde Ruppach-Goldhausen,RP
807233060,Salm,Gemeinde Salm,RP
807231113,Salmtal,Gemeinde Salmtal,RP
807143290,Salz,Gemeinde Salz,RP
809673161,Salz,Gemeinde Salz,BY
815088319,Salzatal,Gemeinde Salzatal,SA
812069537,Rosenau,Gemeinde Rosenau,BB
814626470,Rosenbach,Gemeinde Rosenbach,SN
814523365,Rosenbach/Vogtl.,Gemeinde Rosenbach/Vogtl.,SN
809677181,Rothenfels,Stadt Rothenfels,BY
813075119,Rothenklempenow,Gemeinde Rothenklempenow,MV
816074079,Rothenstein,Gemeinde Rothenstein,TH
809678170,Röthlein,Gemeinde Röthlein,BY
807332043,Ruppertsberg,Gemeinde Ruppertsberg,RP
807333065,Ruppertsecken,Gemeinde Ruppertsecken,RP
807141120,Ruppertshofen,Gemeinde Ruppertshofen,RP
808136061,Ruppertshofen,Gemeinde Ruppertshofen,BW
809677463,Ruppertshüttener Forst,Gemeindefreies Gebiet Ruppertshüttener Forst,BY
803454045,Salzbergen,Gemeinde Salzbergen,NS
807143291,Salzburg,Gemeinde Salzburg,RP
803102000,Salzgitter,Stadt Salzgitter,NS
803353030,Salzhausen,Gemeinde Salzhausen,NS
808136060,Rosenberg,Gemeinde Rosenberg,BW
808225082,Rosenberg,Gemeinde Rosenberg,BW
805558040,Rosendahl,Gemeinde Rosendahl,NR
807336087,Rothselberg,Gemeinde Rothselberg,RP
807134072,Rötsweiler-Nockenthal,Gemeinde Rötsweiler-Nockenthal,RP
807132097,Rott,Gemeinde Rott,RP
809181137,Rott,Gemeinde Rott,BY
809187170,Rott a. Inn,Gemeinde Rott a. Inn,BY
807340040,Ruppertsweiler,Gemeinde Ruppertsweiler,RP
805382052,Ruppichteroth,Gemeinde Ruppichteroth,NR
807134075,Ruschberg,Gemeinde Ruschberg,RP
807138066,Rüscheid,Gemeinde Rüscheid,RP
803252008,Salzhemmendorf,Gemeinde Salzhemmendorf,NS
805774036,Salzkotten,Stadt Salzkotten,NR
815081455,Salzwedel,Stadt Salzwedel,SA
809275146,Salzweg,Gemeinde Salzweg,BY
809187172,Samerberg,Gemeinde Samerberg,BY
816075093,Rosendorf,Gemeinde Rosendorf,TH
808417054,Rosenfeld,Stadt Rosenfeld,BW
803353029,Rosengarten,Gemeinde Rosengarten,NS
809182129,Rottach-Egern,Gemeinde Rottach-Egern,BY
808425104,Rottenacker,Gemeinde Rottenacker,BW
809572149,Röttenbach,Gemeinde Röttenbach,BY
809576141,Röttenbach,Gemeinde Röttenbach,BY
806433012,Rüsselsheim,Stadt Rüsselsheim,HE
807333064,Rüssingen,Gemeinde Rüssingen,RP
808317114,Rust,Gemeinde Rust,BW
816061082,Rustenfelde,Gemeinde Rustenfelde,TH
808115042,Rutesheim,Stadt Rutesheim,BW
803456020,Samern,Gemeinde Samern,NS
813073079,Samtens,Gemeinde Samtens,MV
809674195,Sand a. Main,Gemeinde Sand a. Main,BY
815090445,Sandau (Elbe),Stadt Sandau (Elbe),SA
808127100,Rosengarten,Gemeinde Rosengarten,BW
809163000,Rosenheim,Stadt Rosenheim,BY
807132095,Rosenheim (Landkreis Altenkirchen),Gemeinde Rosenheim (Landkreis Altenkirchen),RP
807340223,Rosenkopf,Gemeinde Rosenkopf,RP
809190145,Rottenbuch,Gemeinde Rottenbuch,BY
809274176,Rottenburg a.d. Laaber,Stadt Rottenburg a.d. Laaber,BY
808416036,Rottenburg am Neckar,Stadt Rottenburg am Neckar,BW
809679185,Rottendorf,Gemeinde Rottendorf,BY
809187451,Rotter Forst-Nord,Gemeindefreies Gebiet Rotter Forst-Nord,BY
809187452,Rotter Forst-Süd,Gemeindefreies Gebiet Rotter Forst-Süd,BY
816066062,Rotterode,Gemeinde Rotterode,TH
805974036,Rüthen,Stadt Rüthen,NR
812068372,Rüthnick,Gemeinde Rüthnick,BB
807336088,Ruthweiler,Gemeinde Ruthweiler,RP
813074071,Rüting,Gemeinde Rüting,MV
807336089,Rutsweiler am Glan,Gemeinde Rutsweiler am Glan,RP
809673162,Sandberg,Gemeinde Sandberg,BY
803357040,Sandbostel,Gemeinde Sandbostel,NS
803455014,Sande,Gemeinde Sande,NS
813071127,Rosenow,Gemeinde Rosenow,MV
806635017,Rosenthal,Stadt Rosenthal,HE
814628340,Rosenthal-Bielatal,Gemeinde Rosenthal-Bielatal,SN
816077042,Rositz,Gemeinde Rositz,TH
809275143,Rotthalmünster,Gemeinde Rotthalmünster,BY
809679182,Röttingen,Stadt Röttingen,BY
808325049,Rottweil,Stadt Rottweil,BW
809372154,Rötz,Stadt Rötz,BY
807336090,Rutsweiler an der Lauter,Gemeinde Rutsweiler an der Lauter,RP
